fips,above_average_vax_rate
21063,FALSE
21065,TRUE
21067,TRUE
21069,TRUE
21071,TRUE
21073,TRUE
21075,TRUE
21077,FALSE
21079,TRUE
21081,TRUE
21083,FALSE
21085,TRUE
21087,FALSE
21089,TRUE
21091,TRUE
21093,TRUE
21095,FALSE
21097,FALSE
21099,FALSE
21101,TRUE
21103,TRUE
21105,FALSE
21107,TRUE
21109,FALSE
21111,TRUE
21113,TRUE
21115,TRUE
21117,TRUE
21119,FALSE
21121,FALSE
21123,FALSE
21125,FALSE
21127,FALSE
21129,FALSE
21131,TRUE
21133,TRUE
21135,FALSE
21137,FALSE
21139,FALSE
21141,TRUE
21143,TRUE
21145,TRUE
21147,FALSE
21149,TRUE
21151,TRUE
21153,TRUE
21155,TRUE
21157,TRUE
21159,TRUE
21161,TRUE
21163,FALSE
21165,FALSE
21167,TRUE
21169,FALSE
21171,FALSE
21173,TRUE
21175,FALSE
21177,FALSE
21179,TRUE
21181,TRUE
21183,FALSE
21185,TRUE
21187,FALSE
21189,FALSE
21191,FALSE
21193,TRUE
21195,TRUE
21197,TRUE
21199,TRUE
21201,FALSE
21203,FALSE
21205,TRUE
21207,FALSE
21209,TRUE
21211,TRUE
21213,TRUE
21215,FALSE
21217,TRUE
21219,FALSE
21221,FALSE
21223,FALSE
21225,FALSE
21227,FALSE
21229,TRUE
21231,FALSE
21233,FALSE
21235,FALSE
21237,TRUE
21239,TRUE
22001,TRUE
22003,FALSE
22005,TRUE
22007,FALSE
22009,FALSE
22011,FALSE
22013,FALSE
22015,FALSE
22017,FALSE
22019,FALSE
22021,FALSE
22023,FALSE
22025,FALSE
22027,FALSE
22029,FALSE
22031,FALSE
22033,TRUE
22035,FALSE
22037,FALSE
22039,FALSE
22041,FALSE
22043,FALSE
22045,FALSE
22047,TRUE
22049,FALSE
22051,TRUE
22053,FALSE
22055,TRUE
22057,FALSE
22061,FALSE
22063,FALSE
22065,FALSE
22067,FALSE
22069,FALSE
22071,TRUE
22073,FALSE
22075,TRUE
22077,TRUE
22079,TRUE
22081,FALSE
22083,FALSE
22085,FALSE
22087,FALSE
22089,TRUE
22091,FALSE
22093,TRUE
22095,TRUE
22097,FALSE
22099,FALSE
22101,FALSE
22103,TRUE
22105,FALSE
22107,TRUE
22109,FALSE
22111,FALSE
22113,FALSE
22115,TRUE
22117,FALSE
22119,FALSE
22121,TRUE
22123,FALSE
22125,TRUE
22127,FALSE
23001,TRUE
23003,TRUE
23005,TRUE
23007,TRUE
23009,TRUE
23011,TRUE
23013,TRUE
23015,TRUE
23017,TRUE
23019,TRUE
23021,TRUE
23023,TRUE
23025,TRUE
23027,TRUE
23029,TRUE
23031,TRUE
24001,TRUE
24003,TRUE
24005,TRUE
24009,TRUE
24011,TRUE
24013,TRUE
24015,TRUE
24017,TRUE
24019,TRUE
24021,TRUE
24023,FALSE
24025,TRUE
24027,TRUE
24029,TRUE
24031,TRUE
24033,TRUE
24035,TRUE
24037,TRUE
24039,FALSE
24041,TRUE
24043,TRUE
24045,TRUE
24047,TRUE
24510,TRUE
25001,FALSE
25003,TRUE
25005,TRUE
25007,FALSE
25009,TRUE
25011,TRUE
25013,TRUE
25015,TRUE
25017,TRUE
25021,TRUE
25023,TRUE
25025,TRUE
25027,TRUE
26001,TRUE
26003,TRUE
26005,TRUE
26007,TRUE
26009,TRUE
26011,TRUE
26013,TRUE
26015,FALSE
26017,TRUE
26019,TRUE
26021,TRUE
26023,FALSE
26025,TRUE
26027,FALSE
26029,TRUE
26031,TRUE
26033,TRUE
26035,FALSE
26037,TRUE
26039,FALSE
26041,TRUE
26043,TRUE
26045,TRUE
26047,TRUE
26049,FALSE
26051,FALSE
26053,TRUE
26055,TRUE
26057,FALSE
26059,FALSE
26061,TRUE
26063,TRUE
26065,TRUE
26067,FALSE
26069,TRUE
26071,TRUE
26073,FALSE
26075,TRUE
26077,TRUE
26079,FALSE
26081,TRUE
26083,TRUE
26085,TRUE
26087,FALSE
26089,TRUE
26091,TRUE
26093,TRUE
26095,FALSE
26097,TRUE
26099,TRUE
26101,TRUE
26103,TRUE
26105,TRUE
26107,FALSE
26109,TRUE
26111,TRUE
26113,FALSE
26115,TRUE
26117,FALSE
26119,TRUE
26121,TRUE
26123,FALSE
26125,TRUE
26127,TRUE
26129,FALSE
26131,TRUE
26133,FALSE
26135,FALSE
26137,TRUE
26139,TRUE
26141,TRUE
26143,TRUE
26145,TRUE
26147,FALSE
26149,FALSE
26151,FALSE
26153,TRUE
26155,FALSE
26157,FALSE
26159,TRUE
26161,TRUE
26163,TRUE
26165,TRUE
27001,TRUE
27003,TRUE
27005,TRUE
27007,TRUE
27009,FALSE
27011,TRUE
27013,TRUE
27015,TRUE
27017,TRUE
27019,TRUE
27021,TRUE
27023,TRUE
27025,TRUE
27027,FALSE
27029,FALSE
27031,TRUE
27033,TRUE
27035,TRUE
27037,TRUE
27039,TRUE
27041,TRUE
27043,TRUE
27045,TRUE
27047,TRUE
27049,TRUE
27051,TRUE
27053,TRUE
27055,FALSE
27057,FALSE
27059,FALSE
27061,TRUE
27063,FALSE
27065,FALSE
27067,TRUE
27069,TRUE
27071,TRUE
27073,TRUE
27075,TRUE
27077,TRUE
27079,FALSE
27081,FALSE
27083,TRUE
27085,TRUE
27087,TRUE
27089,FALSE
27091,TRUE
27093,FALSE
27095,TRUE
27097,FALSE
27099,TRUE
27101,TRUE
27103,TRUE
27105,TRUE
27107,TRUE
27109,TRUE
27111,FALSE
27115,FALSE
27117,TRUE
27119,FALSE
27121,TRUE
27123,TRUE
27125,TRUE
27127,TRUE
27129,TRUE
27131,TRUE
27133,TRUE
27135,TRUE
27137,TRUE
27139,TRUE
27141,FALSE
27143,FALSE
27145,TRUE
27147,TRUE
27149,TRUE
27151,TRUE
27153,FALSE
27155,TRUE
27157,TRUE
27159,TRUE
27163,TRUE
27165,TRUE
27167,FALSE
27169,TRUE
27171,TRUE
27173,TRUE
28001,TRUE
28003,FALSE
28005,FALSE
28007,TRUE
28009,TRUE
28011,TRUE
28013,FALSE
28015,FALSE
28017,TRUE
28019,FALSE
28021,TRUE
28023,TRUE
28025,FALSE
28027,TRUE
28029,TRUE
28031,TRUE
28033,TRUE
28035,FALSE
28037,FALSE
28039,FALSE
28041,FALSE
28043,TRUE
28045,FALSE
28047,TRUE
28049,TRUE
28051,TRUE
28053,TRUE
28055,FALSE
28057,FALSE
28059,FALSE
28061,TRUE
28063,TRUE
28065,FALSE
28067,FALSE
28069,FALSE
28071,TRUE
28073,TRUE
28075,TRUE
28077,TRUE
28079,FALSE
28081,FALSE
28083,TRUE
28085,FALSE
28087,TRUE
28089,TRUE
28091,FALSE
28093,TRUE
28095,TRUE
28097,TRUE
28099,FALSE
28101,TRUE
28103,TRUE
28105,FALSE
28107,FALSE
28109,FALSE
28111,FALSE
28113,TRUE
28115,FALSE
